-1.392708273090685449e-02,-9.438046526585224059e-05,2.906246295936344981e-01,9.999901750400393974e-01,2.474096115908690696e-04,-4.425520881747792463e-03,-5.811024652752937235e-05,-2.377953592904830896e-04,7.936019838069860999e-01,-1.764767890203223999e+00,-2.356949387726616548e-04,7.934558132504482275e-01,-1.764251986666047101e+00,-8.625348671100621710e-05,7.838153529219007432e-01,-1.744476494353734752e+00,-8.389646317746939877e-05,7.835911741620329440e-01,-1.743800954516042667e+00,-8.179113891415283587e-08,1.485064052776874763e-07,1.312167881174912160e-04,-6.892192502714581307e-07,-7.719400052949581612e-08,1.377291663385408320e-06,9.492002467368406264e-07,1.064509375264508435e-06,-1.386217805319793543e-06,1.099810679044454540e-06,-5.495452579965724263e-07,-5.964202968503293395e-07,-2.603183090451941821e-07,7.448797067445778826e-08,-7.615658244092268707e-07,2.260090347866328356e-06,-1.184826143343107147e-06,3.491890860699555471e-06,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.251228503236958590e-02,-8.569991152775269976e-05,2.881678891063746417e-01,9.999447739600851870e-01,-8.646627064965746587e-04,-1.046975002009645390e-02,2.927846226273193115e-04,-3.366304799888845348e-03,8.863642630517314380e-01,-1.799360932396852908e+00,1.192873295754146544e-02,8.723393653509498025e-01,-1.796791022552810313e+00,-1.521052159017496214e-02,8.335797685355367248e-01,-1.751364447689534476e+00,1.331153034492019681e-02,8.373124388869278567e-01,-1.752523118840960903e+00,9.659258773016263233e-02,1.246969495916958872e-03,-1.785752679416549304e-01,-1.789638561432662367e-01,-6.458117600077356579e-01,4.480641756226412531e-02,-1.955628491113192147e-01,4.311599659529656847e+00,-1.733223797764941398e+00,6.160858073217240216e-01,3.672518899115298829e+00,-9.627785466426945771e-01,-7.498706473449981980e-01,2.315579036749822350e+00,-2.701464123513472315e-01,6.920543981947024914e-01,2.516396700456724922e+00,-3.488195708467408118e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.601244364713625717e-03,-1.106527128437285410e-04,2.838303578315941045e-01,9.998461459505428861e-01,-3.164321657032895425e-03,-1.722900630508348088e-02,9.125996033859178850e-04,-4.487430213868871982e-03,9.645001504079443455e-01,-1.837222459532211527e+00,2.045435590686991295e-02,9.324248561074955921e-01,-1.838167629692742500e+00,-2.949777327044759978e-02,8.773681757033352513e-01,-1.756490026019972506e+00,2.567613498086166249e-02,8.849065082443773322e-01,-1.759127400685159603e+00,1.909508565620525455e-01,-3.338007497380862231e-03,-2.216765443575260119e-01,-2.051194068600670495e-01,-6.539420541013016841e-01,5.191157828211859226e-02,7.657907735812378991e-02,3.182802545008947437e+00,-1.892774134020909882e+00,2.767211793141676202e-01,2.413435767498346873e+00,-2.083476056608497995e+00,-6.069614233145683713e-01,1.871617735196382082e+00,-2.164206089906219876e-01,5.049318803113569398e-01,2.031689058393551850e+00,-2.764943822670152263e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.489027761696890925e-03,-4.316661855645122529e-04,2.794711858177465480e-01,9.997083884488351391e-01,-4.629124963809965083e-03,-2.366051266389078769e-02,1.374557232129708460e-03,-1.482288127998197119e-03,1.024670602517843365e+00,-1.873805718781660579e+00,2.572821454114743514e-02,9.847073405726753936e-01,-1.877965272426487475e+00,-4.069834096693937531e-02,9.124907166408715575e-01,-1.760792234428189884e+00,3.131084404499390877e-02,9.230172965088199177e-01,-1.769740010841531985e+00,2.918154958335823501e-01,-3.026886539537319495e-02,-1.823914745377918922e-01,-6.813596948626107763e-02,-5.269929045029979608e-01,2.965137262557152042e-02,1.921441905690139951e-01,2.548193717742657682e+00,-1.612177866727108055e+00,2.253465201219727598e-01,2.446165629135476305e+00,-1.585896977654374096e+00,-4.815542317296760411e-01,1.486980851899295519e+00,-1.904174742414038446e-01,1.636074143305893680e-01,1.759967546437596342e+00,-4.939317910429013581e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.403394469446496970e-03,-1.378558316488948977e-03,2.760719965901767270e-01,9.996031697006945160e-01,-4.527674525492796608e-03,-2.775603272389373308e-02,1.614290911174954277e-03,2.144213083037787432e-03,1.075181613004881243e+00,-1.902190407129670247e+00,2.988600480655807107e-02,1.032563687189470780e+00,-1.904017091307556031e+00,-4.990580234692013756e-02,9.402113272026997315e-01,-1.764318934224596847e+00,3.434554387666777231e-02,9.595218780010114079e-01,-1.779234265432903639e+00,3.589587816883124671e-01,-6.005002181192099081e-02,-1.453257461185961108e-01,8.167720182076276814e-02,-2.579307172465236664e-01,1.740396478984310852e-02,1.536965279956227781e-01,2.268963919085091430e+00,-1.114251337152140975e+00,1.748742380860019707e-01,2.109062744734907735e+00,-9.244161638763510602e-01,-3.936204376129746607e-01,1.179297744540946935e+00,-1.532782404134799548e-01,1.339082493635500304e-01,1.711486228176962276e+00,-4.240755098127095835e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.037974846226105002e-02,-2.963572782687007474e-03,2.732364225715024353e-01,9.995658727558308643e-01,-2.958426364992105661e-03,-2.926735559222627334e-02,1.653974593301992283e-03,5.072366553647377971e-03,1.120111152012221112e+00,-1.921731521442751500e+00,3.317569738067740331e-02,1.073358801394685536e+00,-1.917913600923589534e+00,-5.736764972426365572e-02,9.624352728520693123e-01,-1.767227902391325767e+00,3.708773344859212645e-02,9.946867646714571132e-01,-1.787731733285219171e+00,3.961967620148642566e-01,-9.078991710071880605e-02,-1.273068400430986125e-01,2.164432308006628558e-01,-3.940071956290638888e-02,-5.091875859359325934e-03,1.213609810341495926e-01,2.011982137407364757e+00,-7.702285036696925324e-01,1.348288035663563755e-01,1.783091619215759538e+00,-4.257929850962045015e-01,-3.180471792840793288e-01,9.463989467161619817e-01,-1.257019235762030229e-01,1.311351900127052383e-01,1.634189875434324257e+00,-3.848241411269813228e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.847901522199315791e-02,-4.428983612146831540e-03,2.712799050178509863e-01,9.995513435230645172e-01,-7.348855483597230894e-04,-2.986963737798689622e-02,2.091976905970043075e-03,7.064848327992107740e-03,1.159865998613381244e+00,-1.933132738098515047e+00,3.532246380910094435e-02,1.107724715855741504e+00,-1.923003734553513366e+00,-5.794813869337452072e-02,9.983821461427054844e-01,-1.779401069817936776e+00,4.239788323887311999e-02,1.018709565364692260e+00,-1.789864211445440390e+00,3.781146978173245965e-01,-4.370867643082929077e-02,-7.928892552512134539e-02,1.697334121142523022e-01,-3.416738250879104016e-02,9.263244403700023055e-02,7.864020886406949962e-02,1.767370512650510816e+00,-3.685162900376435235e-01,8.207243458866102237e-02,1.515659187075356407e+00,-1.537391379003471836e-01,-8.416530538206351553e-02,1.632599752549928729e+00,-4.325535478037352832e-01,3.074341896467268631e-01,8.534433299305127507e-01,-5.020726157116828237e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.611583830881943416e-02,-4.938348964461656762e-03,2.697839950529773434e-01,9.995473334190111414e-01,4.582844391531805004e-04,-2.990387414912491076e-02,3.267497695562194496e-03,8.736018020496501973e-03,1.194124885946040049e+00,-1.937713448991071230e+00,3.722029644041349034e-02,1.136838698793438684e+00,-1.925044177549878777e+00,-6.014029774269086248e-02,1.030129073586830479e+00,-1.786299506931876335e+00,4.731900288619602518e-02,1.038831074502133189e+00,-1.791951431230295766e+00,3.441613647100037476e-01,-9.296533011426235879e-03,-6.319970535774058207e-02,5.775791478474833623e-02,2.293805273449897250e-02,1.253571133367931967e-01,5.868271715891881096e-02,1.528478916267075327e+00,-6.333727621122692275e-02,9.813284612786159211e-02,1.252054761679873618e+00,-4.614023569221915866e-02,-1.081112551272287448e-01,1.379121029201221038e+00,-2.391907236500156742e-01,1.528386836303030072e-01,1.033341103400130745e+00,-1.439986456159014772e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.275366274329055000e-02,-5.013547976692291422e-03,2.686000825490905131e-01,9.995536893625375230e-01,6.467064529494456759e-04,-2.953562361863728766e-02,4.432921154512384047e-03,9.052678405080004029e-03,1.224843205176404215e+00,-1.936064649397199577e+00,3.955613913837161683e-02,1.160421422699899674e+00,-1.925400732277235960e+00,-6.182672342361829332e-02,1.055936790852933571e+00,-1.790098098631360601e+00,4.858021837397982073e-02,1.061194792242374119e+00,-1.795834479895108693e+00,2.852532275934062111e-01,-1.988185119918545966e-03,-5.074580656957074221e-02,-2.868468461001593556e-02,3.733815976982608753e-02,8.825490113775150136e-02,-4.600324036592956523e-02,1.367468786959235238e+00,1.985707858258732306e-01,1.319007816374367925e-01,1.008673929709204442e+00,-5.651195507638973742e-03,-6.327952676563733392e-02,1.048528702122583089e+00,-1.232050089174382551e-01,6.201805706690729711e-03,1.048611891915035121e+00,-2.076612549436430422e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.809937343687011535e-02,-5.115698249847169116e-03,2.675600975017275451e-01,9.995606891058085308e-01,4.258638601440104454e-04,-2.917195793147534660e-02,5.219607718825403087e-03,7.921796310737515626e-03,1.251101149089405506e+00,-1.931889960285410712e+00,4.220118415566633668e-02,1.179415101005661048e+00,-1.925579256271690243e+00,-6.338141694236258672e-02,1.075238273266210909e+00,-1.792583100662132445e+00,4.897773431727151655e-02,1.080969664475559755e+00,-1.799805793616723548e+00,2.239745213801500046e-01,-6.355698919426241641e-03,-4.648410076345187852e-02,-5.234456309246334448e-03,2.472474388829879258e-02,6.637444526050736981e-02,-5.421427189737974134e-02,1.127770683622143499e+00,1.767537124171646712e-01,1.058942468961317912e-01,8.036169173985134861e-01,-9.351417207076861624e-03,-2.066050447926258415e-02,8.752231295261994060e-01,-1.337490870949716304e-01,1.006097313870000023e-02,8.302860912661732540e-01,-1.567321642791084935e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
