5.894200876776756442e-05,3.761395204758599708e-07,5.000214281878349043e-01,9.999999905432173097e-01,-6.666928059020932616e-06,1.373470838334772269e-04,2.212771174043439295e-06,7.863896586680683143e-01,-1.571718879614402375e+00,7.863337869002532399e-01,-1.571574484647731973e+00,-7.818413373448452885e-01,1.561846704192896729e+00,-7.816935432820845131e-01,1.561892096688130005e+00,1.178840175355351239e-01,7.522790409517198917e-04,6.247637566970506984e-02,-2.666771232014731111e-02,5.493883370657242082e-01,8.851084724074684273e-03,1.982990541239961324e+00,-1.845105639011472620e+00,1.871247005609902869e+00,-1.556315705670695326e+00,7.113652105206000442e+00,-1.789924520399972607e+01,7.409240230727572651e+00,-1.780846021353293196e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.564436380333326285e-03,2.017842982901413984e-05,4.990070985931431280e-01,9.999944390710802100e-01,-3.209438422950262274e-04,3.315306664719132670e-03,1.660231449433975681e-04,8.457347399100090257e-01,-1.596739050113763936e+00,8.427895306386183893e-01,-1.592391324373363393e+00,-5.936087090579567072e-01,1.295057989075062643e+00,-5.840950336732397830e-01,1.297174355147848956e+00,1.576391609037788022e-01,8.149615856067167702e-04,-1.681572211753144530e-01,-2.229302132264680131e-02,1.836866102875390483e-01,1.866602106859256011e-02,2.523634249846113509e+00,-1.012371764926463635e+00,2.399264203370596427e+00,-8.483284077059791706e-01,8.270315127049359560e+00,-1.260734432120257331e+01,8.729962024549569932e+00,-1.243482264451533226e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.668074059324232555e-03,3.487144585019474777e-05,4.930033053395910803e-01,9.999908471455898340e-01,-4.897647967963504254e-04,4.233517858519237481e-03,3.782618550726640034e-04,8.946998143865436681e-01,-1.618107186157460076e+00,8.892905524435776865e-01,-1.610300944522593092e+00,-4.331216938512902903e-01,1.040383216277576572e+00,-4.138929997298160801e-01,1.045628420643273326e+00,1.392659349890501275e-01,3.579331769393727706e-04,-3.995016640385221640e-01,-4.400432340850557109e-03,-1.568841582696362674e-02,1.288154300407351807e-02,2.043408085715544331e+00,-9.039679305041089519e-01,1.939791775137784668e+00,-7.697923440826888175e-01,7.319673667531434447e+00,-1.135559447209446127e+01,7.586989196647292211e+00,-1.134068451694326285e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.456607936826087746e-03,3.775289491163851430e-05,4.822635221495825686e-01,9.999945211205222284e-01,-4.725082333578883072e-04,3.245366965785329277e-03,4.495088032283680885e-04,9.339823700237747106e-01,-1.637158701220543966e+00,9.266318674361644359e-01,-1.626478357888527126e+00,-2.839802690012254716e-01,8.086897145665042919e-01,-2.622982657674589047e-01,8.142561976849693739e-01,1.241771928112827689e-01,1.212803834889884260e-04,-6.226133337275975288e-01,2.768298937050031952e-03,-1.804789471606842444e-01,8.167543919590318155e-03,1.645101315397591080e+00,-8.005427112061367367e-01,1.562231511468868739e+00,-7.051427779427060782e-01,6.693642500481064239e+00,-1.002213100859826334e+01,6.852349602818448737e+00,-1.007678470283680028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.194133695367729717e-02,3.946999209456707945e-05,4.668834387015498022e-01,9.999994786710695305e-01,-4.237579291860648170e-04,7.512979512114143768e-04,5.464779912926876577e-04,9.660917883101534098e-01,-1.654409484530677155e+00,9.570937255021512158e-01,-1.641697933251721198e+00,-1.484733869661734318e-01,6.022743334831769380e-01,-1.229517958004117395e-01,6.071969179821957718e-01,1.178584656893564703e-01,-1.769590826335955204e-04,-8.513552949912099876e-01,1.451094704004414482e-02,-2.668009944679341494e-01,1.242670654342434636e-02,1.936228593547893340e+00,-1.523809823756062443e+00,1.965278584522071714e+00,-1.571951413035320932e+00,6.112414844484749921e+00,-8.804833399639917957e+00,6.309948263589777007e+00,-8.925153872898560437e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.435936974190424147e-02,3.340392799130710794e-05,4.466757615543594517e-01,9.999967167846823823e-01,-2.222890987451969682e-04,-2.459515194046175621e-03,6.839535238189081191e-04,1.008905813436258514e+00,-1.680646652098543248e+00,1.001411848543976024e+00,-1.668028359940892713e+00,-2.394321063290752449e-02,4.203423240784214254e-01,5.430373782683002234e-03,4.233504324133227636e-01,1.042188345068401911e-01,-3.477572843403625865e-04,-1.065527061421106980e+00,2.227633615852189428e-02,-3.647966901196076916e-01,1.350554488724583536e-02,1.658690428397412653e+00,-5.258052299889610648e-01,1.744532344247371025e+00,-5.026126664613742578e-01,5.561888554506800197e+00,-7.866349097548074987e+00,5.739735667526125518e+00,-7.849530914592724784e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.640219328518272707e-02,2.566476509410830091e-05,4.220765061732369983e-01,9.999784115833015852e-01,2.729489967503297241e-05,-6.518676218492271308e-03,8.261251019507555998e-04,1.040519011483135081e+00,-1.695072846538787426e+00,1.034882181924750011e+00,-1.682030610347999611e+00,8.824594581497266499e-02,2.578852000231962038e-01,1.216541866549302187e-01,2.608282706610307033e-01,9.032661090066851362e-02,-1.111860805038161672e-04,-1.277457703535156641e+00,1.463443203033127325e-02,-4.060763575848237994e-01,1.005496775626620043e-02,1.480329904547780240e+00,-7.039591517366028395e-01,1.429532977587933074e+00,-5.605699176413462270e-01,5.048073169641045688e+00,-7.305329498328666737e+00,5.240080142912222350e+00,-7.146384257093893133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.818712001269906162e-02,2.499776290285355603e-05,3.930321392241383771e-01,9.999399628953534735e-01,1.527178782892723869e-04,-1.091758628167244574e-02,9.239003577066344551e-04,1.070895475743792069e+00,-1.709045640136305444e+00,1.062957838614849715e+00,-1.693940651011682119e+00,1.896348789782413002e-01,1.085925903062245207e-01,2.279107042945744399e-01,1.141199752982800797e-01,7.790779200392666803e-02,-7.004305617696727322e-05,-1.487169523299485041e+00,1.423756974453820393e-02,-4.263085595637828851e-01,9.906752685781962040e-03,1.314528433488282300e+00,-5.832844565341763765e-01,1.206210545667651290e+00,-5.349520038094884855e-01,4.540121379471233176e+00,-6.770027178451932137e+00,4.779743198962237649e+00,-6.521485460852282756e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.971337629805478692e-02,2.314963113249186790e-05,3.596109795984860358e-01,9.998802700887490236e-01,3.168956391059072285e-04,-1.543613341960576625e-02,1.034818562114460079e-03,1.096848974147206057e+00,-1.721199964430799145e+00,1.086643000839790485e+00,-1.704946006824026972e+00,2.805425680059178140e-01,-2.955184721696394942e-02,3.244407757426828187e-01,-1.957632299310980983e-02,6.625207753291796620e-02,-2.557376374694183109e-04,-1.694601168093661236e+00,2.231696195632056068e-02,-4.273183495100487117e-01,1.102974878070724953e-02,1.070149054671466926e+00,-4.811194656575394357e-01,1.044990074273464575e+00,-5.090094050202518261e-01,4.085830779419569403e+00,-6.302982021645755495e+00,4.326845027389551568e+00,-6.172902870306322676e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.230380124476647949e-02,-1.356993283796596814e-03,3.245462745717413999e-01,9.999451007978986672e-01,5.899765650611221539e-03,-6.856932019881741697e-03,5.288727523971139925e-03,1.114345002686883301e+00,-1.731818252632433719e+00,1.108632866942183881e+00,-1.715606557528913445e+00,3.582261333409516024e-01,-1.623064672961644916e-01,4.050565152820572168e-01,-1.459129275520283375e-01,3.059595525101777569e-01,-2.473524027872141540e-01,-1.418033345819034174e+00,1.877116921965755525e+00,4.167274664366678039e+00,1.522878151640720379e+00,8.263972984113432396e-01,-4.372326282561715960e-01,8.377535789443684155e-01,-4.211077336012218897e-01,3.723010032709164641e+00,-5.868907836792692123e+00,3.881837148464176934e+00,-5.788000443836169850e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
