-1.175527457781880281e-02,-9.256027282733371225e-04,2.904739916571866254e-01,9.999735973927850186e-01,-1.176778116890832586e-03,-6.503482795573780999e-03,3.020665841072193731e-03,1.815394065927739518e-03,7.877303137589800608e-01,-1.766286382893341500e+00,-4.941745187395490610e-03,7.817821119010192055e-01,-1.772189687366282573e+00,1.417833911439059550e-04,7.943940821185406786e-01,-1.739976530078817918e+00,2.009950190607082132e-03,7.883761005248354214e-01,-1.739778436522415372e+00,-4.020526157823553829e-05,-2.125663645071904181e-06,1.443941325723326421e-04,2.631691729385580262e-05,-1.244910518375512171e-04,-1.958908597047673327e-04,-1.291768628718594110e-04,4.514461668686369780e-05,-3.076532249436780679e-04,-1.244297629764346469e-04,-6.092978860829870446e-05,2.836541927456645812e-04,1.229146862547786530e-04,-2.079139595394984485e-04,2.266710080148024841e-04,1.236964118902043061e-04,1.789347766547239634e-04,-2.246103069487529337e-04
-1.013557463912363558e-02,-8.541820932759273347e-04,2.881254160900741379e-01,9.999101777698486959e-01,-2.706830352867754894e-03,-1.267611561289502982e-02,3.409626765356141113e-03,-1.672255494030945372e-03,8.776821087956396816e-01,-1.799577328840364476e+00,6.406116746180154017e-03,8.678219201997946497e-01,-1.806064105266728115e+00,-2.319195094429654311e-02,8.447393942683969481e-01,-1.748647502125110442e+00,2.010879745314697598e-02,8.475215403786651169e-01,-1.755370500064321160e+00,1.169572324337484759e-01,5.512049000470493204e-03,-1.567133104616570682e-01,-2.246690889498376975e-01,-6.806003028295607438e-01,5.870219025129138485e-02,-9.840756859466692763e-02,4.227329208341449984e+00,-1.699074243476044854e+00,4.901783695214203540e-01,3.817071352837935194e+00,-1.863487771456244557e+00,-1.154331794628324026e+00,2.341871332187013266e+00,-3.547886658460791542e-01,9.037292420195776055e-01,2.769390663069152936e+00,-6.454266667656511913e-01
-6.601549987438553625e-03,-6.908100644108152583e-04,2.844898110001483071e-01,9.997738709408894309e-01,-5.030145759908432809e-03,-2.026893254164780292e-02,4.009362932728462864e-03,-1.559745525757019486e-03,9.546508035142446946e-01,-1.836559264970566652e+00,1.442416779791518000e-02,9.364088825171991148e-01,-1.846700727898196392e+00,-4.470833195639579288e-02,8.893804168886514372e-01,-1.755464774032705400e+00,3.668830062955382582e-02,9.003725459433070677e-01,-1.767468748977339521e+00,2.269070468226009885e-01,1.002107467141749239e-02,-1.798390302045733413e-01,-2.057296854708290101e-01,-7.670459637242583728e-01,5.101612166669250437e-02,8.416959071271970516e-02,3.167128598172054943e+00,-1.806528894914763761e+00,2.609597221283150303e-01,2.777438129059303762e+00,-1.986702788297064037e+00,-9.083925227533068414e-01,1.907032912330637098e+00,-2.884267548216598032e-01,6.961426036352175162e-01,2.257838689653718145e+00,-5.135243200573488265e-01
-5.121050875383436566e-04,-4.431570832867616689e-04,2.809348383241424552e-01,9.995842205474521069e-01,-6.523125326248786944e-03,-2.768092258160166977e-02,4.754092295284038233e-03,1.069125583874126545e-03,1.014715708826501972e+00,-1.872386036218937067e+00,1.807625531169849281e-02,9.934808259509617656e-01,-1.884935083138789658e+00,-6.230547036586474297e-02,9.250582047876302338e-01,-1.761206574961027727e+00,4.972822941768637039e-02,9.425004345456948762e-01,-1.777335246375142841e+00,3.479525336166067739e-01,1.321150420293859193e-02,-1.567445287831412959e-01,-8.489836689231386457e-02,-5.574439368441383991e-01,1.075989710141586619e-01,1.212036077776780518e-01,2.712681939501453865e+00,-1.469960910625302875e+00,1.370632762551705908e-01,2.627473009911264423e+00,-1.530507780685284702e+00,-7.580362786683645382e-01,1.508133707632561826e+00,-2.552335757941477379e-01,5.689849015807655341e-01,1.782320219898128499e+00,-4.331838209197921841e-01
7.835909160400630555e-03,-1.204408459346538067e-04,2.777034259723791809e-01,9.994622269099165957e-01,-7.144192257773406517e-03,-3.140124023164291706e-02,6.178965056474797733e-03,3.517017153490846655e-03,1.068796929356684577e+00,-1.897500774759973918e+00,2.079369176697939622e-02,1.045064059883857865e+00,-1.910964663390344098e+00,-7.692685893002168540e-02,9.536820661314838743e-01,-1.765860116668729329e+00,6.066764020748382363e-02,9.757072969387524664e-01,-1.785596073311305654e+00,4.440564394512182544e-01,1.790032124198917898e-02,-1.571515699722066117e-01,-3.952997666250519099e-02,-1.473427225987207212e-01,1.587184128642891712e-01,1.081854006827878273e-01,2.430962821860866541e+00,-9.460225356981419864e-01,1.181941677633242399e-01,2.287380336919878410e+00,-9.791717378469260158e-01,-6.296936954573721934e-01,1.222346458562089344e+00,-2.018162109425412076e-01,4.733055591210720281e-01,1.416196440900549636e+00,-3.568821337892724155e-01
1.803168869040286393e-02,3.181715099495052712e-04,2.741039276876304775e-01,9.994682504802969714e-01,-7.270884581448864778e-03,-3.076762693207099608e-02,7.981456773469796512e-03,5.432470974061015014e-03,1.116678686733894255e+00,-1.913068337604046709e+00,2.286821161746797892e-02,1.089713119795955309e+00,-1.927191463003493421e+00,-8.877999248440442137e-02,9.768226112466084077e-01,-1.769759061400851374e+00,6.973934836123732439e-02,1.002825721453798558e+00,-1.792450367744754747e+00,5.247013518646500563e-01,2.385493990057665353e-02,-1.907698321094225269e-01,-3.074094492727419501e-03,2.691661748907243634e-01,1.815888776604046018e-01,8.054963711575263696e-02,2.131930401169687794e+00,-5.590012305506196766e-01,8.585974022894903024e-02,1.970560117104387610e+00,-5.926261993559512886e-01,-5.081102658526194249e-01,9.878549788741047832e-01,-1.687253074221352067e-01,3.931815390729791471e-01,1.160111423206980907e+00,-2.951154862729808981e-01
2.979409953649188314e-02,8.815925404251718969e-04,2.695073133523688269e-01,9.995910972220641844e-01,-7.178577127967484053e-03,-2.581286497478284953e-02,9.990114443854693910e-03,7.106994805459509144e-03,1.158445445573157873e+00,-1.921733332088084056e+00,2.461475094144402465e-02,1.128127386924446585e+00,-1.936796516617674602e+00,-9.851571685172205717e-02,9.951827416746863442e-01,-1.773107719172774654e+00,7.702636940840337787e-02,1.025653049617856416e+00,-1.798964261814190113e+00,5.916874898840158714e-01,2.719469841164152968e-02,-2.434013739323648839e-01,4.723413679501468898e-02,6.478106767249575126e-01,1.879016906320114810e-01,3.594825709400024244e-02,1.871339031282695409e+00,-2.873737525494875489e-01,3.761177784646803357e-02,1.704168750306024549e+00,-3.152276056075292154e-01,-4.097148421723792455e-01,7.803389562908291666e-01,-1.244606069062401121e-01,-1.429656432609460459e-01,2.519923344102006357e+00,-1.979310294598805031e+00
4.154571993934594309e-02,8.195164816080614334e-04,2.663588883871159663e-01,9.996888784413536788e-01,-6.208790493849193799e-03,-2.141545802184371614e-02,1.117923964259454755e-02,8.082825142187667969e-03,1.195986820554844066e+00,-1.921406059783951070e+00,2.584729536537390057e-02,1.162404986275168639e+00,-1.935607643241935794e+00,-1.025404470237212262e-01,1.029001448003715291e+00,-1.784832714033527834e+00,7.593575184843122383e-02,1.070420701889431392e+00,-1.820402178397138693e+00,5.079555762069802860e-01,-3.490119092188499750e-03,-7.408217172765646508e-02,2.393855170543366870e-02,2.388689978706675932e-01,7.937084297387680953e-02,3.211607409066939006e-02,1.683860292191921237e+00,3.578650946192830640e-01,1.066055077455468902e-01,1.509368848432795840e+00,2.986591886519982531e-01,-8.498567402788245739e-02,1.834672505673777376e+00,-4.185807343698784155e-01,9.229347694912121494e-03,1.761564692207606475e+00,-3.534000175447481462e-01
5.111741413290872560e-02,7.026943244995535482e-04,2.649761059353844539e-01,9.997239553308965299e-01,-6.450601901301462535e-03,-1.924375271957756359e-02,1.183557577504086057e-02,7.474446917762383492e-03,1.229901679023977845e+00,-1.910905053352693450e+00,2.911218786235673234e-02,1.191524620593406469e+00,-1.928995142072844171e+00,-1.065755018877282689e-01,1.058324414607405783e+00,-1.789663276153451221e+00,7.750687337753332795e-02,1.103310810439080747e+00,-1.825965113108547699e+00,4.058879134732036875e-01,-1.093234975677392223e-02,-6.577261392761339642e-02,-3.350828621186188044e-02,1.835940012207267769e-01,4.382811537779288807e-02,-5.547877535775173202e-02,1.503708592695568003e+00,5.212360388236180198e-01,1.592709415848944932e-01,1.245284655554460995e+00,2.873712183711624180e-01,-1.914454427417773830e-01,1.203041982450477221e+00,-1.986292462902472244e-01,1.047204679789223020e-01,1.401059042380927044e+00,-2.231911482695813076e-01
5.857702227533410216e-02,4.461172676943509505e-04,2.636557377987045481e-01,9.997480645389873466e-01,-6.503120587356096306e-03,-1.761896035184477502e-02,1.229183099848668234e-02,6.307916379535691287e-03,1.258382198891546899e+00,-1.901046784290259639e+00,3.201536178292946344e-02,1.215011033153506226e+00,-1.923178392738547293e+00,-1.089264156522257859e-01,1.082871143067878794e+00,-1.794184631811353237e+00,7.918874524025568129e-02,1.129073059810282276e+00,-1.829774422187184113e+00,3.046954587261577196e-01,-1.117251233433640134e-02,-5.920793624990852710e-02,1.185906253381589781e-02,1.232955598480219572e-01,4.584680117117317238e-02,-5.252118771606813230e-02,1.213311564518789520e+00,4.097772908551137183e-01,1.210651913358960219e-01,1.005348527909356804e+00,2.444657877521176081e-01,-5.183050467863988681e-02,1.096244777009816040e+00,-2.157725156834431335e-01,5.026930639053489580e-02,1.057445239430719219e+00,-1.484743656695594050e-01
6.399751627723633540e-02,2.724814140313428293e-04,2.624938504111038462e-01,9.997592416606873034e-01,-6.294903055225648837e-03,-1.667531537265108318e-02,1.279713900822194994e-02,5.045187641210287580e-03,1.281226467119556567e+00,-1.893646301928457953e+00,3.415423216847398441e-02,1.233692622310856191e+00,-1.919196218224495487e+00,-1.095947714538185180e-01,1.103328603376684480e+00,-1.798213348207831519e+00,7.977450728702846494e-02,1.148192693206681048e+00,-1.832491751911189404e+00,2.143537334169685338e-01,-5.750522166944273608e-03,-5.200094281535835167e-02,1.437252246334920318e-02,5.906809735038053011e-02,4.741587844724961393e-02,-5.473104896968390004e-02,9.668126060862489712e-01,2.869037152647663791e-01,9.251453023751896043e-02,7.809515734034715440e-01,1.264308363421556836e-01,-2.934050460239905067e-02,8.347620828182572561e-01,-1.598874630843028499e-01,1.793553932905847872e-02,7.773000401923056968e-01,-1.182118936044740526e-01
